NUM,Site,SiteNum,SITE_ID,SingleCollection,NewOld,NumCollections,ParsonsCollectionSheets,NumCollectionsAtSite,MissingCollections ,Notes,TempSite,Surveyor,Collections,East,North,Long,Lat,SurvReg,SurvRegNum,N_TX,TX,E_IX_Surrounds,XO_W_IX,CH_XO_IX,CH,CH_AM,Tenango,IX,IX_Surrounds,Confed,Pol_EA_num,Pol_LA_num,Pol_EA,Pol_LA,Collections,CA_Size1,CA_Size2,Occu_EA,Occu_LA,Area_EA,Pop_EA,Area_LA,Pop_LA,BO_AzI_CHA,BO_AzI_MIX,BO_AzI_CUL,BO_AzI_WST,BO_AzI_IND,BO_AzI_TOT,BO_PDM_A,BO_PDM_A1,BO_PDM_A2,BO_PDM_A3,BO_PDM_A1c,BO_PDM_A2c,BO_PDM_A3c,BO_PDM_A1g,BO_PDM_A2g,BO_PDM_A3g,BO_PDM_A1_TOT,BO_PDM_A2_TOT,BO_PDM_A3_TOT,BO_PDM_Ac_TOT,BO_PDM_Ag_TOT,BO_PDM_A_TOT,BO_PDM_B,BO_PDM_B1,BO_PDM_B2,BO_PDM_B_TOT,BO_PD_C,BO_PDM_IND_EA,BO_BOWL_A,BO_BOWL_A1,BO_BOWL_A2,BO_BOWL_A3,BO_BOWL_A4,BO_BOWL_A_TOT,BO_BOWL_B,BO_BOWL_C,BO_BOWL_G1,BO_BOWL_M,BO_BOWL_IND_EA,BO_BAS_A,BO_BAS_B,BO_BAS_C,BO_BAS_IND_EA,BO_A_TOT,BO_B_TOT,BO_C_TOT,AzII_BO,BO_PD_D,BO_PDM_D1D2,BO_PDM_D3,BO_PD_D4,BO_PDM_D_TOT,BO_PDM_E,BO_PDM_E1,BO_PDM_E2,BO_PDM_E3,BO_PDM_E4,BO_PDM_E_TOT,BO_PDM_F,BO_PDM_GR,BO_PDM_IND_LA,BO_DISH_P,BO_BOWL_D,BO_BOWL_E,BO_BOWL_F,BO_BOWL_G2,BO_BOWL_H,BO_BOWL_IND_LA,BO_BAS_D,BO_BAS_E,BO_BAS_F,BO_BAS_G,BO_BAS_H,BO_BAS_IND_LA,BO_PDM_IND,BO_BOWL_IND,BO_BAS_IND,BO_D_TOT,Az23_BO,BO_E_TOT,BO_F_TOT,BO_BowHBasG_TOT,AzIII_BO,AzIV_BO,CCPC_A,CCPC_B,CCPC_C,CCPC_D,CCPC_H,CCPC_I,CCPC_J,CCPC_K,AZPC_E,AZPC_F,AZPC_G,AZPC_L,BR_A,BR_B,BR_D,BR_E,BR_F,BR_G,BR_H,BR_I,BR_COPA_D,BR_EA_TOT,PR_COPA,BWR_AW,BWR_AW1,BWR_AW2,BWR_AW_TOT,BWR_AN,BWR_AN1,BWR_AN2,BWR_AN_TOT,BWR_A_TOT,BWR_B,BWR_B1,BWR_B2,BWR_B_TOT,BWR_C,BWR_C1,BWR_C2,BWR_C_TOT,BWR_D1,BWR_D2,BWR_D3,BWR_D_TOT,BWR_E1,BWR_E2,BWR_E3,BWR_E4,BWR_E_TOT,BWR_EA_TOT,BRI_A,BRI_B,BRI_C,BRI_D,BRI_PANEL,BRI_CANE,BRI_TOT,BR_C,BR_Late,BWR_Late,BWR_G,YR,BWYR,WR,GR,BRT
147,CH-AZ-112,112,3112,,Old,1,,,,,CH-AZ-112,MHP 1972,Loc. 71,512130,2114880,-98.88466278,19.12696549,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,1,1500,1500,1,1,1,15,1,15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
148,CH-AZ-119,119,3119,,Old,1,,,,,CH-AZ-119,MHP 1972,Loc. 78,509050,2117510,-98.91393639,19.15075025,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,1,200,200,0,1,0,0,0.8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,CH-AZ-120,120,3120,,Old,1,,,,,CH-AZ-120,MHP 1972,Fea. R,509470,2118210,-98.90993885,19.1570746,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,1,314,314,0,1,0,0,21,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
150,CH-AZ-126,126,3126,,Old,1,,,,,CH-AZ-126,MHP 1972,Fea. FF,509930,2119310,-98.90555852,19.16701367,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,1,314,314,0,1,0,0,6.7,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,5,1,0,1,0,0,0,1,0,8,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,4,0,2,0,0,2,7,3,2,0,0,7,0,7,0,0,0,0,0,0,0,0,0
151,CH-AZ-127,127,3127,,Old,5,,,,,CH-AZ-127,MHP 1972,"Fea. L, T, HH, II, KK",511000,2118810,-98.89538491,19.1624894,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,5,1349,1349,1,1,65.3,400,65.3,700,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,1,8,1,0,3,2,14,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,3,0,1,1,1,14,3,0,16,3,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,3,0,8,2,0,1,1,2,0,0,1,1,3,0,0,0,0,2,0,1,3,1,0,0,1,0,3,0,0,3,10,2,1,0,0,3,0,5,1,6,9,0,0,0,0,0,0
152,CH-AZ-128,128,3128,,Old,3,,,,,CH-AZ-128,MHP 1972,"Fea. U, W, Z",511070,2119660,-98.8947143,19.1701709,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,3,777,777,1,1,21,200,21,200,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,4,0,3,4,14,4,8,1,0,0,1,1,2,4,0,0,0,0,0,0,2,0,0,0,2,2,15,5,4,24,13,0,0,1,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,3,1,15,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,2,5,0,0,0,0,1,0,1,2,1,4,0,0,0,0,0,0
153,CH-AZ-130,130,3130,,Old,4,,,,,CH-AZ-130,MHP 1972,"Fea. K, RR, XX; Loc. 92",512200,2120010,-98.88396478,19.17332755,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,4,1809.913043,1810,1,1,19.7,200,19.7,200,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,2,1,4,1,4,12,5,0,0,0,0,0,1,2,2,3,0,0,0,0,0,0,1,0,0,2,2,12,6,2,19,6,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,1,9,0,17,0,2,1,0,3,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,2,0,0,0,2,0,3,2,4,7,0,0,0,0,0,0
154,CH-AZ-131,131,3131,,Old,2,,,,,CH-AZ-131,MHP 1972,"Fea. 0, Loc. 83",512500,2119210,-98.88111665,19.16609572,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,2,433,433,1,1,5,50,13.4,150,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,5,0,6,5,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,6,6,0,8,7,1,1,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,8,0,15,7,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,1,1,1,2,2,5,1,0,1,0,0,0,0,0,0
155,CH-AZ-132,132,3132,,Old,2,,,,,CH-AZ-132,MHP 1972,"Fea. I, Loc. 84",512320,2117960,-98.88283654,19.15479994,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,2,339,339,1,1,6.9,50,6.9,100,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,4,2,2,1,0,0,1,0,0,0,0,0,0,0,2,8,0,7,0,0,2,3,0,22,3,0,0,3,3,0,0,1,1,4,1,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,8,3,2,0,0,11,0,11,4,0,0,0,0,0,0,0,0
156,CH-AZ-136,136,3136,,Old,1,,,,,CH-AZ-136,MHP 1972,Loc. 13,513870,2118310,-98.86809352,19.15795308,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,1,900,900,1,1,0.5,10,0.5,10,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
157,CH-AZ-137,137,3137,,Old,1,,,,,CH-AZ-137,MHP 1972,Loc. 11,514200,2118230,-98.86495575,19.15722779,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,1,450,450,1,1,3.1,30,3.1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0
158,CH-AZ-138,138,3138,,Old,2,,,,,CH-AZ-138,MHP 1972,"Locs. 14, 15",513150,2118580,-98.87493902,19.16039799,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,2,791,791,1,1,4.1,50,4.1,50,5,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,6,2,0,0,1,0,0,0,0,0,0,0,4,5,1,1,0,0,0,0,0,11,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,2,0,6,10,2,1,1,0,9,1,10,1,0,0,0,0,0,0,0,0
159,CH-AZ-139,139,3139,,Old,3,,,,,CH-AZ-139,MHP 1972,"Locs. 8, 9, 10",513950,2119790,-98.86732201,19.17132803,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,3,1119,1119,1,1,4.9,50,4.9,50,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,5,4,0,1,0,0,2,2,0,14,2,1,0,1,2,0,0,2,2,4,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,6,1,3,0,0,6,0,6,0,0,0,0,0,1,0,0,0
160,CH-AZ-140,140,3140,,Old,1,,,,,CH-AZ-140,MHP 1972,Fea. P,511000,2117810,-98.89539061,19.15345189,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,1,177,177,1,1,11.2,50,11.2,100,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,3,7,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,7,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
161,CH-AZ-141,141,3141,,Old,1,,,,,CH-AZ-141,MHP 1972,Loc. 90,513030,2120560,-98.87606688,19.17829301,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,1,400,400,0,1,0,0,2.1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
162,CH-AZ-144,144,3144,,Old,1,,,,,CH-AZ-144,MHP 1972,Loc. AB,510700,2120580,-98.89822823,19.17848739,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,,11,,Tenango,1,360,360,0,1,0,0,6,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,5,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,CH-AZ-148,148,3148,,Old,1,,,,,CH-AZ-148,MHP 1972,Loc. 93,509750,2121080,-98.9072615,19.18301092,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,1,300,300,0,1,0,0,10.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,6,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,6,3,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
164,CH-AZ-152,152,3152,,Old,1,,,,,CH-AZ-152,MHP 1972,"Fea. UU, VV",511130,2121610,-98.89413239,19.18779369,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,9,Tenango,Chalco,1,385,385,1,1,6.9,70,6.9,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,1,5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,2,2,5,2,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,1,0,7,1,0,0,2,2,1,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,3,0,3,1,0,2,0,0,0,0,0,0
165,CH-AZ-154,154,3154,,Old,1,,,,,CH-AZ-154,MHP 1969,Loc. 228,513850,2121500,-98.86826082,19.18678281,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,9,Tenango,Chalco,1,1257,1257,0,1,0,0,5.7,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,CH-AZ-157,157,3157,,Old,1,,,,,CH-AZ-157,MHP 1969,Loc. 219,514400,2122280,-98.86302348,19.19382821,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,9,Tenango,Chalco,1,962,962,1,1,2.4,30,2.4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0
167,CH-AZ-158,158,3158,,Old,1,,,,,CH-AZ-158,MHP 1969,Loc. 227,514120,2122050,-98.86568859,19.19175156,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,9,Tenango,Chalco,1,1257,1257,1,1,1.2,20,1.2,20,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
168,CH-AZ-160,160,3160,,Old,1,,,,,CH-AZ-160,MHP 1969,Loc. 229,513320,2122100,-98.87329794,19.19220885,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,9,Tenango,Chalco,1,255.9366755,379,1,1,1.5,30,1.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2,5,1,1,9,10,3,0,3,1,17,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,10,1,0,10,10,17,1,0,18,1,0,0,0,0,1,0,0,0,0,3,0,0,0,4,0,1,0,0,3,5,0,13,0,3,0,2,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,1,0,1,2,0,2,1,0,2,0,0,0
169,CH-AZ-161,161,3161,,Old,1,,,,,CH-AZ-161,MHP 1972,Fea. PP,512930,2121860,-98.87700929,19.19004238,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,1,200,200,1,1,7,20,7,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,4,1,3,8,6,9,0,3,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,8,22,0,0,22,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,1,1,5,1,0,0,0,0,0,0
170,CH-AZ-162,162,3162,,Old,5,,,,,CH-AZ-162,MHP 1972,"Fea. NN, OO, SS; Locs. 86, 87",511800,2122160,-98.88775605,19.19276052,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,11,11,Tenango,Tenango,5,785,785,1,1,17.9,360,17.9,360,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,2,5,1,1,0,0,0,0,1,0,0,0,9,7,3,1,0,0,1,0,0,21,2,0,0,3,3,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,2,8,3,0,0,0,9,0,9,0,0,1,0,0,0,0,0,0
171,CH-AZ-164,164,3164,,Old,1,,,,,CH-AZ-164,MHP 1972,Loc. 100,511970,2122830,-98.88613481,19.19881463,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,9,9,Chalco,Chalco,1,78,78,1,0,0.2,10,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,1,1,2,0,0,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
172,CH-AZ-166,166,3166,,Old,1,,,,,CH-AZ-166,MHP 1972,Loc. 94,511320,2123110,-98.89231631,19.20134886,CH,3,0,0,0,0,1,1,1,1,0,1,Chalca,9,9,Chalco,Chalco,1,78,78,1,0,0.5,10,0,0,4,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,7,8,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0
173,CH-AZ-167,167,3167,,Old,1,,,,,CH-AZ-167,JRP 1969,Tl. 82,516020,2124850,-98.84759227,19.21704231,CH,3,0,0,0,0,1,1,1,0,0,1,Chalca,9,9,Chalco,Chalco,1,177,177,1,1,1.5,15,1.5,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
174,CH-AZ-170,170,3170,,Old,1,,,,,CH-AZ-170,JRP 1969,Loc. U,512450,2128430,-98.88153253,19.24942144,CH,3,0,0,1,0,1,1,1,0,0,1,Chalca,9,9,Chalco,Chalco,1,707,707,1,1,13.2,150,13.2,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,8,0,0,0,0,0,0,0,0,0
