NUM,Site,SiteNum,SITE_ID,SingleCollection,NewOld,NumCollections,ParsonsCollectionSheets,NumCollectionsAtSite,MissingCollections ,Notes,TempSite,Surveyor,Collections,East,North,Long,Lat,SurvReg,SurvRegNum,N_TX,TX,E_IX_Surrounds,XO_W_IX,CH_XO_IX,CH,CH_AM,Tenango,IX,IX_Surrounds,Confed,Pol_EA_num,Pol_LA_num,Pol_EA,Pol_LA,Collections,CA_Size1,CA_Size2,Occu_EA,Occu_LA,Area_EA,Pop_EA,Area_LA,Pop_LA,BO_AzI_CHA,BO_AzI_MIX,BO_AzI_CUL,BO_AzI_WST,BO_AzI_IND,BO_AzI_TOT,BO_PDM_A,BO_PDM_A1,BO_PDM_A2,BO_PDM_A3,BO_PDM_A1c,BO_PDM_A2c,BO_PDM_A3c,BO_PDM_A1g,BO_PDM_A2g,BO_PDM_A3g,BO_PDM_A1_TOT,BO_PDM_A2_TOT,BO_PDM_A3_TOT,BO_PDM_Ac_TOT,BO_PDM_Ag_TOT,BO_PDM_A_TOT,BO_PDM_B,BO_PDM_B1,BO_PDM_B2,BO_PDM_B_TOT,BO_PD_C,BO_PDM_IND_EA,BO_BOWL_A,BO_BOWL_A1,BO_BOWL_A2,BO_BOWL_A3,BO_BOWL_A4,BO_BOWL_A_TOT,BO_BOWL_B,BO_BOWL_C,BO_BOWL_G1,BO_BOWL_M,BO_BOWL_IND_EA,BO_BAS_A,BO_BAS_B,BO_BAS_C,BO_BAS_IND_EA,BO_A_TOT,BO_B_TOT,BO_C_TOT,AzII_BO,BO_PD_D,BO_PDM_D1D2,BO_PDM_D3,BO_PD_D4,BO_PDM_D_TOT,BO_PDM_E,BO_PDM_E1,BO_PDM_E2,BO_PDM_E3,BO_PDM_E4,BO_PDM_E_TOT,BO_PDM_F,BO_PDM_GR,BO_PDM_IND_LA,BO_DISH_P,BO_BOWL_D,BO_BOWL_E,BO_BOWL_F,BO_BOWL_G2,BO_BOWL_H,BO_BOWL_IND_LA,BO_BAS_D,BO_BAS_E,BO_BAS_F,BO_BAS_G,BO_BAS_H,BO_BAS_IND_LA,BO_PDM_IND,BO_BOWL_IND,BO_BAS_IND,BO_D_TOT,Az23_BO,BO_E_TOT,BO_F_TOT,BO_BowHBasG_TOT,AzIII_BO,AzIV_BO,CCPC_A,CCPC_B,CCPC_C,CCPC_D,CCPC_H,CCPC_I,CCPC_J,CCPC_K,AZPC_E,AZPC_F,AZPC_G,AZPC_L,BR_A,BR_B,BR_D,BR_E,BR_F,BR_G,BR_H,BR_I,BR_COPA_D,BR_EA_TOT,PR_COPA,BWR_AW,BWR_AW1,BWR_AW2,BWR_AW_TOT,BWR_AN,BWR_AN1,BWR_AN2,BWR_AN_TOT,BWR_A_TOT,BWR_B,BWR_B1,BWR_B2,BWR_B_TOT,BWR_C,BWR_C1,BWR_C2,BWR_C_TOT,BWR_D1,BWR_D2,BWR_D3,BWR_D_TOT,BWR_E1,BWR_E2,BWR_E3,BWR_E4,BWR_E_TOT,BWR_EA_TOT,BRI_A,BRI_B,BRI_C,BRI_D,BRI_PANEL,BRI_CANE,BRI_TOT,BR_C,BR_Late,BWR_Late,BWR_G,YR,BWYR,WR,GR,BRT
41,TX-A-66,66,1066,TRUE,Old,1,1,1,0,,TX-A-66,JRP 1967,Loc. T,518791.7334,2157438.745,-98.82090188,19.51153219,TX,1,1,1,0,0,0,0,0,0,0,0,Acolhua,3,3,Texcoco,Texcoco,1,100,100,1,1,50,200,50,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1,0,2,2,3,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
42,TX-A-69,69,1069,FALSE,Old,2,2,2,0,,TX-A-69,JRP 1967,"Tls. 247, 257",520309.4783,2159931.722,-98.80640996,19.53404662,TX,1,1,1,0,0,0,0,0,0,0,0,Acolhua,3,3,Texcoco,Texcoco,2,227,227,0,1,0,0,30,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,9,0,11,1,5,6,1,0,13,3,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,13,3,0,20,20,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,7
43,TX-A-70,70,1070,TRUE,Old,1,1,1,0,,TX-A-70,JRP 1967,Tls. 235-236,520606.5688,2158795.028,-98.80359052,19.52377114,TX,1,1,1,0,0,0,0,0,0,0,0,Acolhua,3,3,Texcoco,Texcoco,1,156,156,0,1,0,0,7,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,9,1,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0
44,TX-A-72,72,1072,FALSE,Old,16,16,16,0,,TX-A-72,JRP 1967,"Locs. EE, KK; Tls. 189, 207, 212, 222, 225, 226-229, 241, 270, 279, 284, 301, 313, 333, 345",522531.1986,2158355.85,-98.78525144,19.51978138,TX,1,1,1,0,0,0,0,0,0,0,0,Acolhua,3,3,Texcoco,Texcoco,16,2375,2375,1,1,400,4000,400,8000,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,14,0,14,0,2,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,1,15,0,19,0,42,32,0,74,21,34,19,9,3,86,8,11,25,0,0,1,1,0,1,0,0,2,0,0,3,0,22,3,1,74,74,89,9,1,115,23,0,0,0,0,2,0,0,0,0,6,1,2,0,2,2,0,0,0,5,0,0,9,3,1,2,5,8,0,1,2,3,11,4,6,0,10,1,0,0,1,1,0,0,1,0,1,3,0,4,27,0,0,0,0,0,0,0,101,1,2,1,0,2,0,1,0
45,TX-A-75,75,1075,TRUE,Old,1,1,1,0,,TX-A-75,JRP 1967,Loc. DD,523816.4379,2155720.787,-98.7730349,19.49595306,TX,1,1,1,0,0,0,0,0,0,0,0,Acolhua,3,3,Texcoco,Texcoco,1,900,900,1,1,4,20,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,4,0,6,2,0,8,3,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,4,0,6,1,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
46,TX-A-76,76,1076,TRUE,Old,1,1,1,0,,TX-A-76,JRP 1967,Tl. 136,521698.0535,2157270.824,-98.79320471,19.50998513,TX,1,1,1,0,0,0,0,0,0,0,0,Acolhua,3,3,Texcoco,Texcoco,1,177,177,0,1,0,0,15,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,2,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
47,TX-A-77,77,1077,TRUE,Old,1,1,1,0,,TX-A-77,JRP 1967,Tl. 130,520768.031,2156676.643,-98.80207487,19.50462535,TX,1,1,1,0,0,0,0,0,0,0,0,Acolhua,3,3,Texcoco,Texcoco,1,177,177,0,1,0,0,7,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
48,TX-A-78,78,1078,FALSE,Old,11,11,11,0,,TX-A-78,JRP 1967,"Loc. CC; Tls. 119, 151, 154, 160, 165, 170, 174, 177, 187; 1 collection wilhout location #",521956.3931,2156198.715,-98.79075505,19.50029351,TX,1,1,1,0,0,0,0,0,0,0,0,Acolhua,3,3,Texcoco,Texcoco,11,1738,1738,1,1,100,750,100,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11,1,14,5,30,18,0,53,4,10,7,0,1,22,13,30,32,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,53,53,23,13,0,56,43,0,0,0,0,0,0,0,0,0,7,1,0,6,5,2,0,0,0,0,0,0,13,1,1,3,3,7,0,0,1,1,8,0,5,0,5,0,1,1,2,0,0,0,0,0,0,1,0,1,16,0,0,0,0,0,0,0,94,0,1,1,1,0,0,10,6
49,TX-A-79,79,1079,FALSE,Old,3,3,3,0,,TX-A-79,JRP 1967,"Loc. M; Tls. 69, 73",522498.9061,2154971.602,-98.78559952,19.48919788,TX,1,1,1,0,0,0,0,0,0,0,0,Acolhua,3,3,Texcoco,Texcoco,3,137,,0,1,0,0,11,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,5,1,0,6,0,4,3,1,0,8,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,0,0,11,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,TX-A-80,80,1080,FALSE,Old,8,8,8,0,,TX-A-80,JRP 1967,"Locs. H, I, K, L; Tls. 9, 63, 67; 1 collection without location #",521530.1328,2155229.942,-98.79482834,19.49154323,TX,1,1,1,0,0,0,0,0,0,0,0,Acolhua,3,3,Texcoco,Texcoco,8,2485,2485,0,1,0,0,30,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,15,1,6,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,17,2,26,2,13,11,0,26,4,14,16,7,9,50,16,22,6,0,0,1,0,2,0,0,0,1,0,0,1,0,8,0,0,26,26,52,16,0,60,39,0,0,0,0,0,0,0,0,0,10,0,0,1,12,3,0,0,0,0,0,0,16,0,2,2,5,9,1,0,2,3,12,0,2,3,5,0,0,1,1,0,1,1,2,1,0,0,0,1,21,0,0,0,0,0,0,0,94,0,1,3,0,0,0,2,1
51,TX-A-81,81,1081,FALSE,Old,2,2,2,0,,TX-A-81,JRP 1967,"Locs. BB, Tl. 115",520548.4424,2155565.783,-98.80417968,19.49458863,TX,1,1,1,0,0,0,0,0,0,0,0,Acolhua,3,3,Texcoco,Texcoco,2,477,477,0,1,0,0,30,300,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,2,9,5,0,16,4,9,0,0,3,16,7,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,16,16,16,7,0,24,16,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1,4,0,1,0,0,1,8,0,0,0,0,1,0,1,73,0,0,1,0,0,0,0,1
52,TX-A-84,84,1084,TRUE,Old,1,1,1,0,,TX-A-84,JRP 1967,Ix>c. F,522092.0213,2153279.478,-98.78949662,19.47391045,TX,1,1,1,0,0,0,0,0,0,0,0,Acolhua,4,4,Huexotla,Huexotla,1,625,625,1,1,0.9,15,0.9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,1,8,0,2,0,0,2,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,0,0,0,0,5,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
53,TX-A-85,85,1085,TRUE,Old,1,1,1,0,,TX-A-85,JRP 1967,Loc. G,520696.9877,2154170.749,-98.80277936,19.48197996,TX,1,1,1,0,0,0,0,0,0,0,0,Acolhua,4,4,Huexotla,Huexotla,1,225,225,1,1,0.9,15,0.9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,3,1,4,0,5,0,1,0,1,0,0,0,0,0,3,0,0,3,12,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0
54,TX-A-86,86,1086,FALSE,Old,3,7,3,4,,TX-A-86,JRP 1967,"Locs. D, E; Tl. 47",520115.7236,2153666.987,-98.80832353,19.47743333,TX,1,1,1,0,0,0,0,0,0,0,0,Acolhua,4,4,Huexotla,Huexotla,3,494,494,0,1,0,0,20,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,4,1,7,0,5,2,0,7,3,6,11,2,2,24,2,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,7,24,2,1,32,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,2,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2
,TX-A-86b,86.1,,FALSE,NEW,1,,,-1,Loc. E belongs to TX-A-86,TX-A-86,JRP 1967,Loc. E,520115.7236,2153666.987,-98.80832353,19.47743333,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TX-A-86c,86.2,,FALSE,NEW,3,,,-3,Belong to Huexotla? Should be separate site,Undesig?,JRP 1967,"Tls. 34, 39, 53",520115.7236,2153666.987,-98.80832353,19.47743333,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,TX-A-87,87,1087,FALSE,Old,23,23,23,0,Tl. 51 in both TX-A-87 and TX-A-88; should be TX-A-88!! Also Tl. 53 should be Coatlichan as well,TX-A-87,JRP 1967,"Locs. A, B, C, D, E, H, K, O; Tls. 24, 28, 29, 30, 31, 32, 34, 37, 39, 41, 43, 49, 51, 53, 84",514167.4552,2153408.648,-98.86500452,19.47514977,TX,1,1,1,0,0,0,0,0,0,0,0,Acolhua,4,4,Huexotla,Huexotla,23,10565,10565,1,1,840,12000,840,23000,1,0,0,0,0,1,0,12,12,1,16,41,2,21,32,1,49,85,4,59,54,138,0,102,8,110,9,113,0,22,11,1,8,42,4,53,7,7,1,11,23,4,14,191,118,66,517,7,98,65,2,172,37,98,42,24,37,238,41,62,49,1,2,6,18,1,5,0,1,5,6,7,5,23,42,34,10,175,175,249,65,12,334,133,11,23,4,1,5,6,0,0,5,6,7,0,21,57,30,8,1,2,5,0,0,124,8,51,47,32,130,13,3,10,26,156,43,56,12,111,1,6,0,7,54,14,49,117,14,28,7,0,49,440,15,5,3,1,32,6,53,253,2,32,41,3,7,0,2,11
,TX-A-88,88,1088,FALSE,NEW,1,,,1,Tl. 51 in both TX-A-87 and TX-A-88,,,,513668.7132,2152659.427,-98.86976221,19.46838239,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,TX-A-99,99,1099,FALSE,Old,3,3,3,0,,TX-A-99,RH 1967,"Locs. 48, 51; Tl. 171",516369.7999,2143359.239,-98.84410606,19.38431411,TX,1,0,1,1,0,0,0,0,0,1,1,Acolhua,7,7,Coatepec,Coatepec,3,8700,8700,1,1,85,2500,85,2500,3,0,0,0,1,4,0,1,3,0,0,2,0,0,2,0,1,7,0,2,2,8,0,7,0,7,0,2,0,1,2,0,0,3,0,3,0,0,1,0,0,0,0,11,7,3,24,0,3,1,0,4,1,0,0,1,0,2,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,7,2,0,0,2,5,1,4,0,0,0,0,0,0,0,1,1,0,2,3,4,0,0,0,0,1,0,10,0,0,2,0,2,3,5,1,9,11,1,3,1,5,0,0,0,0,0,0,3,3,0,0,0,0,0,19,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
57,TX-A-100,100,1100,FALSE,Old,4,4,4,0,,TX-A-100,RH 1967,"Loc. 40, 44, 45, 46",515052.2682,2142829.642,-98.85665742,19.37953831,TX,1,0,1,1,0,0,0,0,0,1,1,Acolhua,7,7,Coatepec,Coatepec,4,12705,12705,0,1,0,0,5,0,0,0,0,0,0,0,3,1,2,0,1,7,1,4,6,2,6,15,3,9,12,27,0,7,2,9,0,11,0,1,0,0,0,1,0,9,2,0,0,0,0,0,3,28,9,9,62,0,10,7,0,17,4,5,8,1,9,27,6,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,17,27,6,0,36,14,1,0,0,0,0,0,0,0,1,2,0,0,4,6,10,0,0,0,1,0,0,21,0,1,2,1,4,0,1,1,2,6,2,3,0,5,0,0,0,0,13,0,5,18,0,3,0,0,3,32,7,1,0,0,11,0,11,6,0,0,0,1,0,0,0,6
58,TX-A-101,101,1101,TRUE,Old,1,1,1,0,,TX-A-101,RH 1967,Loc. 42,513812.2383,2143423.823,-98.86846188,19.38491702,TX,1,0,1,1,0,0,0,0,0,1,1,Acolhua,7,7,Coatepec,Coatepec,1,314,314,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
,TX-A-105,105,1105,FALSE,NEW,1,,,1,,TX-A-105,RH 1967,Loc. 29,506900,2142000,-98.93429433,19.37208518,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,TX-A-106,106,1106,TRUE,Old,1,1,1,0,,TX-A-106,RH 1967,Loc. 22,504731.6025,2143359.239,-98.95493964,19.38437533,TX,1,0,1,1,0,0,0,0,0,1,1,Acolhua,6,6,Chimalhuacan,Chimalhuacan,1,540,540,1,1,1,10,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,2,0,1,0,1,0,0,0,0,2,0,0,2,0,1,0,0,1,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
60,TX-A-107,107,1107,FALSE,Old,3,3,3,0,,TX-A-107,RH 1967,"Tls. 89, 91, 97",502884.4746,2144302.178,-98.97252892,19.39290046,TX,1,0,1,1,0,0,0,0,0,1,1,Acolhua,6,6,Chimalhuacan,Chimalhuacan,3,1475,1475,1,1,32,200,32,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,4,7,4,1,1,2,15,5,9,3,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,4,4,15,9,0,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,0,0,3,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,3,2,7,0,2,1,0,0,0
61,TX-A-108,108,1108,TRUE,Old,1,1,1,0,,TX-A-108,RH 1967,Loc. 16,504628.2667,2144754.272,-98.95592034,19.3969829,TX,1,0,1,1,0,0,0,0,0,0,1,Acolhua,6,6,Chimalhuacan,Chimalhuacan,1,400,400,1,1,0.1,0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0
62,TX-A-109,109,1109,FALSE,Old,45,49,45,4,,TX-A-109,RH 1967,"Areas A, C; Locs. 1, 4A, 4B, 5, 9, 10A, 10B, 11, 12, 13, 17; Tls. 1, 2, 7, 8, 8A, 9, 9B, 10, 11, 12, 16, 18, 19, 20, 21, 22, 22-E, 23, 32, 34, 39, 46, 47, 49, 53, 57, 58, 62, 66, 76, 77; 1 collection without location #",506236.4305,2146149.306,-98.9405996,19.40958586,TX,1,0,1,1,0,0,0,0,0,0,1,Acolhua,6,6,Chimalhuacan,Chimalhuacan,45,5273,5273,1,1,260,12000,260,12000,0,0,0,0,0,0,3,0,0,0,3,16,3,4,20,0,7,36,3,22,24,49,0,28,5,33,10,24,1,7,1,1,0,10,5,45,3,2,1,5,2,0,3,64,38,55,190,3,53,29,0,85,21,39,14,10,25,109,20,22,18,0,1,1,8,4,12,21,6,0,0,0,0,0,55,0,2,92,92,110,28,12,165,50,0,8,0,0,8,0,1,0,0,18,11,8,3,16,10,1,1,0,1,0,0,32,5,11,21,18,50,4,4,5,13,63,7,20,4,31,1,2,1,4,26,4,2,32,3,6,7,2,18,148,3,2,0,0,7,0,10,92,10,26,10,5,7,0,1,7
,TX-A-109b,109.5,,FALSE,NEW,4,,,-4,Tl. 1 listed twice,TX-A-109,RH 1967,"Tl. 1, Tl. 4, Loc. 7, Area B",506236.4305,2146149.306,-98.9405996,19.40958586,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,TX-A-110,110,1110,FALSE,Old,2,2,2,0,,TX-A-110,RH 1967,"Tls. 3, 6",509310.6713,2148112.687,-98.91130865,19.42731752,TX,1,0,1,1,0,0,0,0,0,0,1,Acolhua,5,5,Coatlinchan,Coatlinchan,2,316,250,1,1,17,125,17,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,3,0,2,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,2,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
